Region,Year,StatisticalArea,Section,LocationCode,LocationName,SpawnNumber,StartDate,EndDate,Longitude,Latitude,Length,Width,Method,Surface,Macrocystis,Understory
HG,1980,02,021,178,Section Cv,5,1980-04-01,1980-04-04,-131.3625,52.423056,274,23,Surface,50.53554072,NA,NA
HG,1980,02,021,178,Section Cv,6,1980-04-01,1980-04-04,-131.3625,52.423056,18,46,Surface,3.3198530399999995,NA,NA
HG,1980,02,021,178,Section Cv,7,1980-04-04,1980-04-06,-131.3625,52.423056,411,9,Surface,112.43638223999999,NA,NA
HG,1980,02,021,178,Section Cv,8,1980-04-04,1980-04-06,-131.3625,52.423056,320,32,Surface,59.01960959999999,NA,NA
HG,1980,02,021,178,Section Cv,9,1980-04-04,1980-04-06,-131.3625,52.423056,320,14,Surface,59.01960959999999,NA,NA
HG,1980,02,021,178,Section Cv,10,1980-04-04,1980-04-06,-131.3625,52.423056,320,7,Surface,53.31518976,NA,NA
HG,1980,02,021,178,Section Cv,11,1980-04-01,1980-04-04,-131.3625,52.423056,274,12,Surface,101.82184034399998,NA,NA
HG,1980,02,021,178,Section Cv,12,1980-04-01,1980-04-04,-131.3625,52.423056,18,27,Surface,9.73732536,NA,NA
HG,1980,02,021,178,Section Cv,13,1980-04-01,1980-04-04,-131.3625,52.423056,183,12,Surface,70.7779805796,NA,NA
HG,1980,02,021,1552,Scudder Pt,1,1980-04-01,1980-04-02,-131.239128,52.446779,366,69,Surface,180.00980928,NA,NA
HG,1980,02,021,1552,Scudder Pt,2,1980-04-02,1980-04-03,-131.239128,52.446779,183,23,Surface,68.25680399999999,NA,NA
HG,1980,02,021,1552,Scudder Pt,3,1980-04-01,1980-04-02,-131.239128,52.446779,91,91,Surface,44.75653727999999,NA,NA
HG,1980,02,021,1552,Scudder Pt,4,1980-04-01,1980-04-02,-131.239128,52.446779,686,23,Surface,500.44676864,NA,NA
HG,1980,02,021,1552,Scudder Pt,5,1980-04-01,1980-04-02,-131.239128,52.446779,320,14,Surface,233.4445568,NA,NA
HG,1980,02,021,1552,Scudder Pt,6,1980-04-02,1980-04-03,-131.239128,52.446779,206,5,Surface,76.835528,NA,NA
HG,1980,02,021,1552,Scudder Pt,7,1980-04-01,1980-04-02,-131.239128,52.446779,183,23,Surface,133.50110592,NA,NA
HG,1980,02,021,1552,Scudder Pt,8,1980-04-01,1980-04-02,-131.239128,52.446779,183,18,Surface,133.50110592,NA,NA
HG,1980,02,021,1552,Scudder Pt,9,1980-04-01,1980-04-02,-131.239128,52.446779,320,18,Surface,50.90312373338623,NA,NA
HG,1980,02,021,1552,Scudder Pt,10,1980-04-02,1980-04-03,-131.239128,52.446779,137,1,Surface,15.280353282088996,NA,NA
HG,1980,02,021,1552,Scudder Pt,11,1980-04-01,1980-04-02,-131.239128,52.446779,229,7,Surface,167.05876096,NA,NA
HG,1980,02,021,1552,Scudder Pt,12,1980-04-01,1980-04-02,-131.239128,52.446779,160,91,Surface,154.75174399999997,NA,NA
HG,1980,02,021,1552,Scudder Pt,13,1980-04-01,1980-04-02,-131.239128,52.446779,91,18,Surface,23.12727872,NA,NA
HG,1980,02,021,1552,Scudder Pt,14,1980-04-02,1980-04-03,-131.239128,52.446779,366,9,Surface,232.205250816,NA,NA
HG,1980,02,021,1552,Scudder Pt,15,1980-04-01,1980-04-02,-131.239128,52.446779,229,4,Surface,221.4884336,NA,NA
HG,1980,02,021,1552,Scudder Pt,16,1980-04-01,1980-04-02,-131.239128,52.446779,640,46,Surface,193.07696128,NA,NA
HG,1980,02,021,1552,Scudder Pt,17,1980-04-02,1980-04-03,-131.239128,52.446779,137,3,Surface,18.536626079999998,NA,NA
HG,1980,02,021,1552,Scudder Pt,18,1980-04-02,1980-04-03,-131.239128,52.446779,1188,3,Surface,160.74096192,NA,NA
HG,1980,02,021,1552,Scudder Pt,19,1980-04-02,1980-04-03,-131.239128,52.446779,343,10,Surface,87.17205056,NA,NA
HG,1980,02,021,1552,Scudder Pt,20,1980-04-01,1980-04-02,-131.239128,52.446779,402,27,Surface,111.721563072,NA,NA
HG,1980,02,021,1552,Scudder Pt,21,1980-04-02,1980-04-03,-131.239128,52.446779,73,27,Surface,53.25453952,NA,NA
HG,1980,02,021,1552,Scudder Pt,22,1980-04-02,1980-04-03,-131.239128,52.446779,69,23,Surface,33.936275519999995,NA,NA
HG,1980,02,021,1552,Scudder Pt,23,1980-04-02,1980-04-03,-131.239128,52.446779,137,11,Surface,51.099356,NA,NA
HG,1980,02,021,1552,Scudder Pt,24,1980-04-02,1980-04-03,-131.239128,52.446779,457,18,Surface,442.00966879999993,NA,NA
HG,1980,02,021,1552,Scudder Pt,25,1980-04-01,1980-04-02,-131.239128,52.446779,229,14,Surface,85.41425199999999,NA,NA
HG,1980,02,021,1552,Scudder Pt,26,1980-04-02,1980-04-03,-131.239128,52.446779,73,6,Surface,27.228123999999994,NA,NA
HG,1980,02,021,1552,Scudder Pt,27,1980-04-01,1980-04-02,-131.239128,52.446779,439,4,Surface,461.12026878399996,NA,NA
HG,1980,02,021,1552,Scudder Pt,28,1980-04-01,1980-04-02,-131.239128,52.446779,274,23,Surface,134.76144191999998,NA,NA
HG,1980,02,021,1553,Alder Is,1,1980-03-28,1980-03-30,-131.320919,52.446311,183,18,Surface,67.3658868,NA,NA
HG,1980,02,021,1553,Alder Is,2,1980-03-28,1980-03-30,-131.320919,52.446311,183,18,Surface,117.85254900000002,NA,NA
HG,1980,02,021,1553,Alder Is,3,1980-03-27,1980-03-30,-131.320919,52.446311,155,27,Surface,126.13549700000002,NA,NA
HG,1980,02,021,1553,Alder Is,4,1980-03-28,1980-03-30,-131.320919,52.446311,183,18,Surface,30.4717875,NA,NA
HG,1980,02,021,1553,Alder Is,5,1980-03-28,1980-03-30,-131.320919,52.446311,183,46,Surface,98.434602,NA,NA
HG,1980,02,024,133,Atli Inlt,1,1980-04-15,1980-04-18,-131.602222,52.708889,366,37,Surface,76.33863237012191,NA,NA
HG,1980,02,024,133,Atli Inlt,2,1980-04-15,1980-04-18,-131.602222,52.708889,379,19,Surface,62.94991403999998,NA,NA
HG,1980,02,024,133,Atli Inlt,3,1980-04-15,1980-04-18,-131.602222,52.708889,1018,10,Surface,133.27617846355992,NA,NA
HG,1980,02,024,133,Atli Inlt,4,1980-04-15,1980-04-18,-131.602222,52.708889,1259,9,Surface,198.89357366849998,NA,NA
HG,1980,02,024,133,Atli Inlt,5,1980-04-26,1980-04-26,-131.602222,52.708889,2285,4,Surface,255.87240345,NA,NA
HG,1980,02,024,133,Atli Inlt,6,1980-04-15,1980-04-18,-131.602222,52.708889,1111,15,Surface,101.56233693705583,NA,NA
HG,1980,02,025,164,Jedway,1,1980-03-30,1980-03-31,-131.217991,52.299672,1846,10,Surface,1128.829383045,NA,NA
HG,1980,02,025,164,Jedway,2,1980-04-19,1980-04-20,-131.217991,52.299672,23,23,Surface,20.855215499999996,NA,NA
HG,1980,02,025,164,Jedway,3,1980-04-26,1980-04-26,-131.217991,52.299672,32,9,Surface,7.6243776,NA,NA
HG,1980,02,025,170,Bag Hrbr,1,1980-03-31,1980-04-03,-131.361667,52.347222,834,16,Surface,297.99214815600004,NA,NA
HG,1980,02,025,170,Bag Hrbr,2,1980-04-01,1980-04-03,-131.361667,52.347222,926,16,Surface,513.03253932,NA,NA
HG,1980,02,025,170,Bag Hrbr,3,1980-03-31,1980-04-03,-131.361667,52.347222,740,22,Surface,329.10652699999997,NA,NA
HG,1980,02,025,170,Bag Hrbr,4,1980-03-31,1980-04-03,-131.361667,52.347222,457,13,Surface,189.7599442142409,NA,NA
HG,1980,02,025,170,Bag Hrbr,5,1980-04-01,1980-04-03,-131.361667,52.347222,1111,9,Surface,305.89777549650006,NA,NA
HG,1980,02,025,170,Bag Hrbr,6,1980-03-31,1980-04-03,-131.361667,52.347222,91,37,Surface,5.661620054999998,NA,NA
HG,1980,02,025,170,Bag Hrbr,7,1980-03-31,1980-04-03,-131.361667,52.347222,594,8,Surface,95.38371536419592,NA,NA
HG,1980,02,025,170,Bag Hrbr,8,1980-03-31,1980-04-03,-131.361667,52.347222,1148,16,Surface,510.55985539999995,NA,NA
HG,1980,02,025,170,Bag Hrbr,9,1980-03-31,1980-04-03,-131.361667,52.347222,114,5,Surface,25.781557139999997,NA,NA
HG,1980,02,025,170,Bag Hrbr,10,1980-03-31,1980-04-03,-131.361667,52.347222,1110,16,Surface,466.36404679059024,NA,NA
HG,1980,02,025,170,Bag Hrbr,11,1980-03-31,1980-04-03,-131.361667,52.347222,963,22,Surface,501.9571227824502,NA,NA
HG,1980,02,025,170,Bag Hrbr,12,1980-03-31,1980-04-03,-131.361667,52.347222,69,5,Surface,8.063460059999999,NA,NA
HG,1980,02,025,182,Bolkus Is,1,1980-03-09,1980-03-13,-131.278,52.3231,1653,8,Surface,1222.2263703727995,NA,NA
HG,1980,02,025,182,Bolkus Is,2,1980-03-09,1980-03-13,-131.278,52.3231,2642,26,Surface,1862.706591454022,NA,NA
HG,1980,02,025,182,Bolkus Is,3,1980-03-09,1980-03-13,-131.278,52.3231,3666,14,Surface,1930.1556028807263,NA,NA
HG,1980,02,025,182,Bolkus Is,4,1980-03-09,1980-03-13,-131.278,52.3231,1541,33,Surface,1187.1859424532531,NA,NA
HG,1980,02,025,182,Bolkus Is,5,1980-03-17,1980-03-17,-131.278,52.3231,1918,5,Surface,1488.0141412751998,NA,NA
HG,1980,02,025,1536,Slim Inlt,1,1980-03-26,1980-03-30,-131.324722,52.294722,1605,28,Surface,881.5140728669201,NA,NA
HG,1980,02,025,1536,Slim Inlt,2,1980-03-26,1980-03-27,-131.324722,52.294722,427,31,Surface,289.61637715149993,NA,NA
HG,1980,02,025,1536,Slim Inlt,3,1980-03-28,1980-03-29,-131.324722,52.294722,3224,16,Surface,2388.1995599475053,NA,NA
HG,1980,02,025,1536,Slim Inlt,4,1980-03-26,1980-03-30,-131.324722,52.294722,229,128,Surface,372.5417571,NA,NA
HG,1980,02,025,1606,Poole Inlt,1,1980-03-19,1980-03-19,-131.303779,52.362658,430,20,Surface,36.05264868274184,NA,NA
HG,1980,02,025,1606,Poole Inlt,2,1980-04-02,1980-04-03,-131.303779,52.362658,114,4,Surface,55.6225437,NA,NA
HG,1980,02,025,1606,Poole Inlt,3,1980-04-02,1980-04-03,-131.303779,52.362658,91,46,Surface,6.211291904999999,NA,NA
HG,1980,02,025,1606,Poole Inlt,4,1980-04-02,1980-04-03,-131.303779,52.362658,91,91,Surface,11.66688614,NA,NA
HG,1980,02,025,1606,Poole Inlt,5,1980-03-31,1980-04-01,-131.303779,52.362658,274,14,Surface,115.61986398099998,NA,NA
HG,1980,02,025,1606,Poole Inlt,6,1980-04-02,1980-04-03,-131.303779,52.362658,183,2,Surface,67.34654004,NA,NA
HG,1980,02,025,1606,Poole Inlt,7,1980-03-31,1980-04-01,-131.303779,52.362658,366,18,Surface,143.469992124,NA,NA
HG,1980,02,025,1606,Poole Inlt,8,1980-04-02,1980-04-03,-131.303779,52.362658,548,5,Surface,135.96466908,NA,NA
HG,1980,02,025,1606,Poole Inlt,9,1980-04-02,1980-04-03,-131.303779,52.362658,229,4,Surface,56.81735259,NA,NA
HG,1980,02,025,1606,Poole Inlt,10,1980-03-31,1980-04-01,-131.303779,52.362658,137,14,Surface,50.41790156,NA,NA
HG,1980,02,025,1606,Poole Inlt,11,1980-04-02,1980-04-03,-131.303779,52.362658,114,5,Surface,48.78806300999999,NA,NA
HG,1980,02,025,1606,Poole Inlt,12,1980-03-31,1980-04-01,-131.303779,52.362658,183,27,Surface,39.91868990249999,NA,NA
HG,1980,02,025,1606,Poole Inlt,13,1980-04-02,1980-04-03,-131.303779,52.362658,69,69,Surface,25.39295772,NA,NA
HG,1980,02,025,1607,Blue Jay Cv,1,1980-03-14,1980-03-15,-131.262305,52.356273,693,8,Surface,196.8928140016552,NA,NA
HG,1981,00,006,76,Louscoone Inlt,1,1981-03-26,1981-03-26,-131.229444,52.170833,183,18,Surface,20.277007878275878,NA,NA
HG,1981,00,006,76,Louscoone Inlt,2,1981-03-27,1981-03-27,-131.229444,52.170833,46,46,Surface,3.23582216,NA,NA
HG,1981,00,006,76,Louscoone Inlt,3,1981-03-23,1981-03-23,-131.229444,52.170833,229,37,Surface,5.563017945593035,NA,NA
HG,1981,00,006,76,Louscoone Inlt,4,1981-03-03,1981-03-03,-131.229444,52.170833,914,55,Surface,34.8307538612,NA,NA
HG,1981,00,006,76,Louscoone Inlt,5,1981-03-03,1981-03-03,-131.229444,52.170833,640,146,Surface,30.704756590464477,NA,NA
HG,1981,00,006,76,Louscoone Inlt,6,1981-03-03,1981-03-03,-131.229444,52.170833,183,5,Surface,24.91207182,NA,NA
HG,1981,00,006,76,Louscoone Inlt,7,1981-03-03,1981-03-03,-131.229444,52.170833,457,110,Surface,57.70237517099999,NA,NA
HG,1981,00,006,77,Flamingo Inlt,1,1981-03-26,1981-03-26,-131.357689,52.214612,183,91,Surface,12.042432119999997,NA,NA
HG,1981,00,006,77,Flamingo Inlt,2,1981-03-26,1981-03-26,-131.357689,52.214612,274,9,Surface,6.226755965020744,NA,NA
HG,1981,00,006,77,Flamingo Inlt,3,1981-03-26,1981-03-26,-131.357689,52.214612,640,9,Surface,22.4217792,NA,NA
HG,1981,02,021,143,Sedgwick Bay,1,1981-04-04,1981-04-04,-131.5625,52.629167,411,9,Surface,190.57336776,NA,NA
HG,1981,02,021,143,Sedgwick Bay,2,1981-04-04,1981-04-04,-131.5625,52.629167,366,18,Surface,147.33819561599998,NA,NA
HG,1981,02,021,143,Sedgwick Bay,3,1981-04-04,1981-04-04,-131.5625,52.629167,114,14,Surface,44.15033952,NA,NA
HG,1981,02,021,143,Sedgwick Bay,4,1981-04-04,1981-04-04,-131.5625,52.629167,274,14,Surface,68.435997984,NA,NA
HG,1981,02,021,143,Sedgwick Bay,5,1981-04-04,1981-04-04,-131.5625,52.629167,411,18,Surface,196.85332281600003,NA,NA
HG,1981,02,021,143,Sedgwick Bay,6,1981-04-04,1981-04-04,-131.5625,52.629167,183,14,Surface,28.93014792,NA,NA
HG,1981,02,021,143,Sedgwick Bay,7,1981-04-04,1981-04-04,-131.5625,52.629167,183,14,Surface,70.87291344,NA,NA
HG,1981,02,021,143,Sedgwick Bay,8,1981-04-04,1981-04-04,-131.5625,52.629167,229,14,Surface,53.69745888,NA,NA
HG,1981,02,021,143,Sedgwick Bay,9,1981-04-04,1981-04-04,-131.5625,52.629167,297,23,Surface,46.95220727999999,NA,NA
HG,1981,02,021,143,Sedgwick Bay,10,1981-04-04,1981-04-04,-131.5625,52.629167,206,14,Surface,79.78043808,NA,NA
HG,1981,02,021,143,Sedgwick Bay,11,1981-04-04,1981-04-04,-131.5625,52.629167,274,23,Surface,85.1825448,NA,NA
HG,1981,02,021,143,Sedgwick Bay,12,1981-04-04,1981-04-04,-131.5625,52.629167,548,23,Surface,170.36508959999998,NA,NA
HG,1981,02,021,143,Sedgwick Bay,13,1981-04-04,1981-04-04,-131.5625,52.629167,229,18,Surface,50.198408496000006,NA,NA
HG,1981,02,021,165,Huxley Is,1,1981-04-17,1981-04-18,-131.373611,52.449722,229,7,Surface,33.25680896,NA,NA
HG,1981,02,021,165,Huxley Is,2,1981-04-17,1981-04-18,-131.373611,52.449722,137,3,Surface,19.89599488,NA,NA
HG,1981,02,021,165,Huxley Is,3,1981-04-17,1981-04-18,-131.373611,52.449722,183,27,Surface,51.43137408,NA,NA
HG,1981,02,021,165,Huxley Is,4,1981-04-17,1981-04-18,-131.373611,52.449722,274,9,Surface,73.28508339199999,NA,NA
HG,1981,02,021,171,Dolomite Nrws,1,1981-03-19,1981-03-19,-131.352778,52.360278,30,14,Surface,2.0657997,NA,NA
HG,1981,02,021,171,Dolomite Nrws,2,1981-03-20,1981-03-20,-131.352778,52.360278,514,14,Surface,97.56966449999999,NA,NA
HG,1981,02,021,171,Dolomite Nrws,3,1981-03-20,1981-03-20,-131.352778,52.360278,977,16,Surface,250.4584373609999,NA,NA
HG,1981,02,021,171,Dolomite Nrws,4,1981-03-19,1981-03-19,-131.352778,52.360278,20,18,Surface,7.425412799999998,NA,NA
HG,1981,02,021,171,Dolomite Nrws,5,1981-03-19,1981-03-19,-131.352778,52.360278,51,14,Surface,12.76562538,NA,NA
HG,1981,02,021,171,Dolomite Nrws,6,1981-03-21,1981-03-21,-131.352778,52.360278,183,14,Surface,15.92184732140832,NA,NA
HG,1981,02,021,171,Dolomite Nrws,7,1981-03-19,1981-03-19,-131.352778,52.360278,231,41,Surface,15.906657689999998,NA,NA
HG,1981,02,021,171,Dolomite Nrws,8,1981-03-19,1981-03-19,-131.352778,52.360278,51,14,Surface,6.59644812,NA,NA
HG,1981,02,021,171,Dolomite Nrws,9,1981-03-20,1981-03-20,-131.352778,52.360278,103,9,Surface,14.007500722094347,NA,NA
HG,1981,02,021,171,Dolomite Nrws,10,1981-03-21,1981-03-21,-131.352778,52.360278,1005,25,Surface,70.66311970817682,NA,NA
HG,1981,02,021,171,Dolomite Nrws,11,1981-03-19,1981-03-19,-131.352778,52.360278,102,14,Surface,13.19289624,NA,NA
HG,1981,02,021,180,Wanderer Pt,1,1981-03-18,1981-03-18,-131.411667,52.409167,160,14,Surface,57.46787424,NA,NA
HG,1981,02,021,180,Wanderer Pt,2,1981-03-18,1981-03-18,-131.411667,52.409167,137,9,Surface,55.007103585,NA,NA
HG,1981,02,021,180,Wanderer Pt,3,1981-03-18,1981-03-18,-131.411667,52.409167,183,18,Surface,110.00180032200001,NA,NA
HG,1981,02,021,180,Wanderer Pt,4,1981-03-18,1981-03-18,-131.411667,52.409167,160,18,Surface,117.4661472,NA,NA
HG,1981,02,021,184,Skaat Hrbr,1,1981-03-18,1981-03-18,-131.426474,52.401188,686,23,Surface,404.05832728799993,NA,NA
HG,1981,02,021,184,Skaat Hrbr,2,1981-03-18,1981-03-18,-131.426474,52.401188,274,14,Surface,148.130045496,NA,NA
HG,1981,02,021,184,Skaat Hrbr,3,1981-03-18,1981-03-18,-131.426474,52.401188,686,18,Surface,292.033326102,NA,NA
HG,1981,02,021,184,Skaat Hrbr,4,1981-03-18,1981-03-18,-131.426474,52.401188,229,23,Surface,129.34228142399996,NA,NA
HG,1981,02,021,184,Skaat Hrbr,5,1981-03-18,1981-03-18,-131.426474,52.401188,247,69,Surface,203.746993905,NA,NA
HG,1981,02,021,184,Skaat Hrbr,6,1981-03-18,1981-03-18,-131.426474,52.401188,46,69,Surface,32.65864612800001,NA,NA
HG,1981,02,021,184,Skaat Hrbr,7,1981-03-18,1981-03-18,-131.426474,52.401188,366,18,Surface,47.339215919999994,NA,NA
HG,1981,02,021,184,Skaat Hrbr,8,1981-03-18,1981-03-18,-131.426474,52.401188,274,18,Surface,138.18678332399998,NA,NA
HG,1981,02,021,184,Skaat Hrbr,9,1981-03-18,1981-03-18,-131.426474,52.401188,229,18,Surface,85.02097656,NA,NA
HG,1981,02,021,184,Skaat Hrbr,10,1981-03-18,1981-03-18,-131.426474,52.401188,274,46,Surface,134.8723626,NA,NA
HG,1981,02,021,184,Skaat Hrbr,11,1981-03-18,1981-03-18,-131.426474,52.401188,183,46,Surface,170.877064167,NA,NA
HG,1981,02,021,184,Skaat Hrbr,12,1981-03-18,1981-03-18,-131.426474,52.401188,457,18,Surface,195.9289992195,NA,NA
HG,1981,02,021,184,Skaat Hrbr,13,1981-03-18,1981-03-18,-131.426474,52.401188,274,18,Surface,128.243521152,NA,NA
HG,1981,02,021,184,Skaat Hrbr,14,1981-03-18,1981-03-18,-131.426474,52.401188,274,18,Surface,184.58867346,NA,NA
HG,1981,02,021,184,Skaat Hrbr,15,1981-03-18,1981-03-18,-131.426474,52.401188,192,14,Surface,157.21697318399998,NA,NA
HG,1981,02,021,184,Skaat Hrbr,16,1981-03-18,1981-03-18,-131.426474,52.401188,229,18,Surface,108.56666976899997,NA,NA
HG,1981,02,021,1425,Wanderer Is,1,1981-03-18,1981-03-18,-131.403889,52.421389,274,18,Surface,76.86999993,NA,NA
HG,1981,02,021,1425,Wanderer Is,2,1981-03-18,1981-03-18,-131.403889,52.421389,274,14,Surface,135.700967781,NA,NA
HG,1981,02,021,1425,Wanderer Is,3,1981-03-18,1981-03-18,-131.403889,52.421389,320,37,Surface,142.03174272,NA,NA
HG,1981,02,021,1425,Wanderer Is,4,1981-03-18,1981-03-18,-131.403889,52.421389,274,23,Surface,107.52839162699998,NA,NA
HG,1981,02,021,1425,Wanderer Is,5,1981-03-18,1981-03-18,-131.403889,52.421389,183,11,Surface,83.438048826,NA,NA
HG,1981,02,021,1425,Wanderer Is,6,1981-03-18,1981-03-18,-131.403889,52.421389,137,18,Surface,80.69386419600002,NA,NA
HG,1981,02,021,1425,Wanderer Is,7,1981-03-18,1981-03-18,-131.403889,52.421389,183,59,Surface,142.099666713,NA,NA
HG,1981,02,021,1425,Wanderer Is,8,1981-03-18,1981-03-18,-131.403889,52.421389,274,14,Surface,133.21515223799997,NA,NA
HG,1981,02,021,1425,Wanderer Is,9,1981-03-18,1981-03-18,-131.403889,52.421389,251,27,Surface,109.88804673300001,NA,NA
HG,1981,02,021,1425,Wanderer Is,10,1981-03-18,1981-03-18,-131.403889,52.421389,50,3,Surface,17.353889400000003,NA,NA
HG,1981,02,021,1425,Wanderer Is,11,1981-03-18,1981-03-18,-131.403889,52.421389,229,18,Surface,115.49187365399997,NA,NA
HG,1981,02,021,1425,Wanderer Is,12,1981-03-18,1981-03-18,-131.403889,52.421389,229,14,Surface,60.090242573999994,NA,NA
HG,1981,02,021,1425,Wanderer Is,13,1981-03-18,1981-03-18,-131.403889,52.421389,594,18,Surface,218.37917704679995,NA,NA
HG,1981,02,021,1553,Alder Is,1,1981-04-05,1981-04-05,-131.320919,52.446311,366,69,Surface,165.80048879999998,NA,NA
HG,1981,02,021,1553,Alder Is,2,1981-04-05,1981-04-05,-131.320919,52.446311,320,9,Surface,144.96217600000003,NA,NA
HG,1981,02,021,1553,Alder Is,3,1981-04-05,1981-04-05,-131.320919,52.446311,183,23,Surface,90.66742319999999,NA,NA
HG,1981,02,021,1553,Alder Is,4,1981-04-05,1981-04-09,-131.320919,52.446311,274,69,Surface,16.550558999999996,NA,NA
HG,1981,02,021,1553,Alder Is,5,1981-04-05,1981-04-05,-131.320919,52.446311,823,69,Surface,180.70364099999995,NA,NA
HG,1981,02,021,1553,Alder Is,6,1981-04-05,1981-04-05,-131.320919,52.446311,548,46,Surface,33.10111799999999,NA,NA
HG,1981,02,021,1553,Alder Is,7,1981-04-05,1981-04-05,-131.320919,52.446311,366,46,Surface,97.83767429999997,NA,NA
HG,1981,02,021,1553,Alder Is,8,1981-04-05,1981-04-05,-131.320919,52.446311,183,5,Surface,79.016655,NA,NA
HG,1981,02,021,1553,Alder Is,9,1981-04-05,1981-04-09,-131.320919,52.446311,274,64,Surface,89.235224,NA,NA
HG,1981,02,021,1553,Alder Is,10,1981-04-05,1981-04-05,-131.320919,52.446311,366,91,Surface,22.107680999999996,NA,NA
HG,1981,02,021,1553,Alder Is,11,1981-04-05,1981-04-09,-131.320919,52.446311,731,69,Surface,44.1549585,NA,NA
HG,1981,02,021,1553,Alder Is,12,1981-04-05,1981-04-05,-131.320919,52.446311,91,27,Surface,70.19137579999999,NA,NA
HG,1981,02,021,1553,Alder Is,13,1981-04-05,1981-04-09,-131.320919,52.446311,366,18,Surface,196.869204,NA,NA
HG,1981,02,021,1553,Alder Is,14,1981-04-05,1981-04-09,-131.320919,52.446311,274,18,Surface,60.16135799999999,NA,NA
HG,1981,02,021,1553,Alder Is,15,1981-04-05,1981-04-09,-131.320919,52.446311,229,46,Surface,25.981882,NA,NA
HG,1981,02,021,1553,Alder Is,16,1981-04-05,1981-04-05,-131.320919,52.446311,713,18,Surface,322.99384840000005,NA,NA
HG,1981,02,021,1640,Nomad Islet,1,1981-03-23,1981-03-23,-131.408611,52.409722,91,18,Surface,14.797263526499998,NA,NA
HG,1981,02,021,1640,Nomad Islet,2,1981-03-23,1981-03-23,-131.408611,52.409722,320,14,Surface,70.42090079999998,NA,NA
HG,1981,02,021,1640,Nomad Islet,3,1981-03-23,1981-03-23,-131.408611,52.409722,91,14,Surface,17.934471635844513,NA,NA
HG,1981,02,021,1640,Nomad Islet,4,1981-03-23,1981-03-23,-131.408611,52.409722,137,37,Surface,32.2204611075,NA,NA
HG,1981,02,021,1640,Nomad Islet,5,1981-03-23,1981-03-23,-131.408611,52.409722,183,46,Surface,73.7865524570366,NA,NA
HG,1981,02,021,1640,Nomad Islet,6,1981-03-23,1981-03-23,-131.408611,52.409722,183,18,Surface,185.48712748979995,NA,NA
HG,1981,02,021,1640,Nomad Islet,7,1981-03-23,1981-03-23,-131.408611,52.409722,91,11,Surface,4.725174509455805,NA,NA
HG,1981,02,023,157,Barge Pt,1,1981-06-20,1981-06-20,-131.955,53.036944,137,5,Surface,5.4403111,NA,NA
HG,1981,02,023,157,Barge Pt,2,1981-06-20,1981-06-20,-131.955,53.036944,91,18,Surface,3.6136373,NA,NA
HG,1981,02,023,158,Beattie Anch,1,1981-04-14,1981-04-16,-131.905278,53.023333,114,6,Surface,8.00980416,NA,NA
HG,1981,02,023,158,Beattie Anch,2,1981-04-14,1981-04-16,-131.905278,53.023333,46,23,Surface,4.01298848,NA,NA
HG,1981,02,023,158,Beattie Anch,3,1981-06-25,1981-06-25,-131.905278,53.023333,110,9,Surface,11.4637952,NA,NA
HG,1981,02,023,158,Beattie Anch,4,1981-04-14,1981-04-16,-131.905278,53.023333,343,6,Surface,35.74619776,NA,NA
HG,1981,02,023,158,Beattie Anch,5,1981-04-14,1981-04-16,-131.905278,53.023333,192,5,Surface,26.5288704,NA,NA
HG,1981,02,023,158,Beattie Anch,6,1981-04-14,1981-04-16,-131.905278,53.023333,192,5,Surface,6.97085952,NA,NA
HG,1981,02,023,158,Beattie Anch,7,1981-04-14,1981-04-16,-131.905278,53.023333,91,9,Surface,9.48368512,NA,NA
HG,1981,02,023,158,Beattie Anch,8,1981-06-25,1981-06-25,-131.905278,53.023333,69,7,Surface,2.50515264,NA,NA
HG,1981,02,023,158,Beattie Anch,9,1981-04-14,1981-04-16,-131.905278,53.023333,114,6,Surface,11.88066048,NA,NA
HG,1981,02,023,158,Beattie Anch,10,1981-06-25,1981-06-25,-131.905278,53.023333,91,5,Surface,6.393791039999999,NA,NA
HG,1981,02,023,158,Beattie Anch,11,1981-04-14,1981-04-16,-131.905278,53.023333,137,9,Surface,23.58127296,NA,NA
HG,1981,02,023,158,Beattie Anch,12,1981-06-25,1981-06-25,-131.905278,53.023333,274,7,Surface,9.94799744,NA,NA
HG,1981,02,023,158,Beattie Anch,13,1981-04-14,1981-04-16,-131.905278,53.023333,457,14,Surface,39.868168159999996,NA,NA
HG,1981,02,023,158,Beattie Anch,14,1981-04-14,1981-04-16,-131.905278,53.023333,206,14,Surface,14.473856639999997,NA,NA
HG,1981,02,023,158,Beattie Anch,15,1981-04-14,1981-04-16,-131.905278,53.023333,160,9,Surface,5.8090496,NA,NA
HG,1981,02,023,158,Beattie Anch,16,1981-04-14,1981-04-16,-131.905278,53.023333,206,14,Surface,14.473856639999996,NA,NA
HG,1981,02,023,158,Beattie Anch,17,1981-06-25,1981-06-25,-131.905278,53.023333,137,69,Surface,7.2999079999999985,NA,NA
HG,1981,02,023,160,Conglomerate Pt,1,1981-04-01,1981-04-01,-131.847778,53.059167,548,64,Surface,383.1956856,NA,NA
HG,1981,02,023,160,Conglomerate Pt,2,1981-04-01,1981-04-01,-131.847778,53.059167,274,5,Surface,40.4137396,NA,NA
HG,1981,02,023,160,Conglomerate Pt,3,1981-04-01,1981-04-01,-131.847778,53.059167,914,37,Surface,134.81079559999998,NA,NA
